title,price_monthly,bedrooms,sqft,unit_type_clean,location_clean,market_area,description,extreme_low_price_flag,scraped_at,url
Newly Renovated Studio Apartment in Oshawa,1200,0.0,400,Townhouse,"O'Neill, Oshawa•",Durham,"FURNISHED STUDIO APARTMENT on ground level with all new furniture and access to backyard . Shared entrance. Minimum one year lease. First and last required, $1200 per month. Good location. Pay stubs ...",0,2026-02-11 22:13:55.887732,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/newly-renovated-studio-apartment-in-oshawa/1732750877
"3 - 197 WALTON STREET Port Hope, Ontario",1700,1.0,,Apartment,"Port Hope, Port Hope•",Other / Unknown,Live in the heart of beautiful downtown Port Hope in this charming second-floor 1-bedroom apartment located inside a character-filled historic building.This unit offers a rare mix of heritage charm ...,0,2026-02-11 22:13:52.452677,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/3-197-walton-street-port-hope-ontario/1733011080
Collingwood 1 Bedroom Apartment for Rent:,1755,1.0,617,Apartment,Collingwood•,Other / Unknown,Building Description Promotions | ONE MONTH FREE RENT* | $1000 off first month's rent for Military and Emergency Responders* | It's Saturday morning. What are you going to do first: get your heart ...,0,2026-02-11 22:13:55.532646,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/collingwood-1-bedroom-apartment-for-rent:/1717997875
"20173 BATHURST STREET East Gwillimbury (Holland Landing), Ontari",2000,1.0,,Basement,"East Gwillimbury, East Gwillimbury (Holland Landing)•",Other / Unknown,"Modern 1 Bedroom Basement Apartment, Full Kitchen & 4 Pc Bathroom With Separate Entrance In A Custom Built Bungalow Situated on A 95x200 Sq Ft Lot. Experience The Perfect Blend of Country Charm and ...",0,2026-02-11 22:13:59.955678,https://www.kijiji.ca/v-apartments-condos/markham-york-region/20173-bathurst-street-east-gwillimbury-holland-landing-ontari/1732920953
Hanover rental. Shows 10 plus,2600,3.0,1100,House,"Orangeville, Orangeville•",Other / Unknown,"Beautiful Bungalow, modern and clean, all on one floor. Located in a quiet area of Hanover. 3 Bedrooms, 3 bathrooms, main floor laundry, entrance to garage, covered porch, and fully fenced rear yard. ...",0,2026-02-11 22:14:01.868248,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/hanover-rental-shows-10-plus/1732668686
"UNIT A - 18 FIRST AVENUE Orangeville, Ontario",1650,1.0,,Apartment,Orangeville•,Other / Unknown,Conveniently located 1-bedroom apartment just steps from the heart of downtown Orangeville includes 1 parking spot and plus utilities. This well-designed unit features a bright living room and ...,0,2026-02-11 22:13:52.04451,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/unit-a-18-first-avenue-orangeville-ontario/1733009815
3 Bed/ 1 Bath House For Rent In Brampton - Williams/Rutherford,2350,3.0,1906,House,"Deerfield, Deerfield•",Other / Unknown,"House for Rent – 3 Bed / 1 Bath | Brampton 38 Royal Salisbury Way, Brampton, ON Spacious and bright 3-bedroom, 1-bathroom modern house available for rent in a prime Brampton location. This ...",0,2026-02-11 22:13:59.146662,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/3-bed-1-bath-house-for-rent-in-brampton-williams-rutherford/1732933126
"Unique 2-Bedroom LOFT Apartment! Top Floor, Cathedral Ceilings",1970,1.5,620,Apartment,"Cobourg, Cobourg•",Other / Unknown,"Live in a truly unique, brand-new apartment in a completely retrofitted building in Downtown Cobourg! With the Lakeview from the loft. Unit Type: 2-Bedroom Apartment (One separate bedroom + a large, ...",0,2026-02-11 22:13:56.003903,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/unique-2-bedroom-loft-apartment-top-floor-cathedral-ceilings/1732952383
Renovated 2-Bedroom Apartment - Bowmanville,2200,2.0,1000,Apartment,"Bowmanville, Bowmanville•",Other / Unknown,"Spacious, recently renovated 2-bedroom apartment in a clean, well maintained building. The unit features hardwood floors, plenty of natural light, your own balcony, AC unit, and closets. The building ...",0,2026-02-11 22:13:58.695505,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/renovated-2-bedroom-apartment-bowmanville/1732944932
"UNIT B - 18 FIRST AVENUE Orangeville, Ontario",1850,1.0,,Apartment,Orangeville•,Other / Unknown,"Well-appointed 1-bedroom apartment offering a spacious layout in an exceptional downtown location includes one parking spot, rent is plus utilities. This unit features a full bathroom, ensuite ...",0,2026-02-11 22:13:52.078303,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/unit-b-18-first-avenue-orangeville-ontario/1733009814
"7 UNIVERSITY AVENUE E Cobourg, Ontario",2500,3.0,,,Cobourg•,Other / Unknown,"Space, convenience and value here! Centrally located, just steps to heritage downtown, the beautiful Cobourg beach, and plenty of amenities! This deceivingly large 3 bedroom, 3 bathroom family house ...",0,2026-02-11 22:14:03.391076,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/7-university-avenue-e-cobourg-ontario/1732877221
"461 GREEN Road Unit# 812 Stoney Creek, Ontario",2400,2.0,,Condo,"Lakeshore, Stoney Creek•",Other / Unknown,"Brand new, stunning 1 plus den condo for rent (728 sq ft + 37 sq ft balcony) minutes to Lake Ontario. Featuring an open-concept layout, large windows, a spacious living/dining area, and a versatile ...",0,2026-02-11 22:14:03.575456,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/461-green-road-unit-812-stoney-creek-ontario/1732875971
"STUDIO SUITE - 332 COASTLINE DRIVE Wasaga Beach, Ontario",1150,1.0,,,"Wasaga Beach, Wasaga Beach•",Other / Unknown,"BEACHFRONT, BACHLORETTE, BUDGET!!! This studio will be renovated to contain a kitchenette, bed/siting and living/dining areas all in an open concept space. In addition this rental unit offers a ...",0,2026-02-11 22:13:52.163109,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/studio-suite-332-coastline-drive-wasaga-beach-ontario/1733009967
"2 Beds 2 Baths ApartmentCA$1,900 / Month",1900,2.5,800,Basement,"East Gwillimbury, Holland Landing•",Other / Unknown,"SPACIOUS BASEMENT APARTMENT FOR RENT • 2 Bedrooms, A full washroom and a powder room, Living and Kitchen Area with extra-large windows • Utilities 25%, Parking Included, 1 Year Agreement, • No ...",0,2026-02-11 22:14:00.429154,https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-beds-2-baths-apartmentca-1-900-month/1732915027
GROUND FLOOR on King Street in the heart of Downtown Cobourg!,1975,2.0,650,Apartment,"Cobourg, Cobourg•",Other / Unknown,"Walking distance to shops, restaurants, Grocery, Victoria Park, Cobourg Beach and Marina, close to public transport. Rent includes heat and water. Coin Laundry room on the property (exclusive for ...",0,2026-02-11 22:13:56.020395,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/ground-floor-on-king-street-in-the-heart-of-downtown-cobourg/1732954580
MAIN FL UNIT - 20437 YONGE STREET East Gwillimbury (Holland Land,1500,1.0,,,"East Gwillimbury, East Gwillimbury (Holland Landing)•",Other / Unknown,"Very Private 1 Bedroom Unit On Ground Floor *Bright & Spacious* Separate Entrance, Its Own Laundry, Parking Spot And Utilities Are Incl. In Rent* Pets Friendly* Tenant Uses A Portion Of Backyard In ...",0,2026-02-11 22:13:52.345232,https://www.kijiji.ca/v-apartments-condos/markham-york-region/main-fl-unit-20437-yonge-street-east-gwillimbury-holland-land/1733011382
Three bedroom for rent in Port Hope,3195,3.0,1800,Townhouse,"Port Hope, Port Hope•",Other / Unknown,New listing in great area of Port Hope. Quiet neighbourhood steps from park and community centre. Gorgeous three bed plus two and half bath. Separation from main suite to second two bedrooms. ...,0,2026-02-11 22:13:51.085332,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/three-bedroom-for-rent-in-port-hope/1733020492
"5 - 9406 SIDE ROAD Erin, Ontario",3000,3.0,,House,"Erin, Erin•",Other / Unknown,"Nestled Into A Picturesque Beautiful 1.61 Acre Lot, Detached Home With Stocked Pond And Mature Trees For Your Privacy. Home Has 3 Bedrooms And 2 Bathrooms With A Main Floor Master, Large Living And ...",0,2026-02-11 22:13:52.433871,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/5-9406-side-road-erin-ontario/1733010969
"A4 - 206 PERRY STREET Clearview (Stayner), Ontario",1950,2.0,,Apartment,"Clearview, Clearview (Stayner)•",Other / Unknown,"Bright and nicely updated 2 bedroom, 1 bathroom second-floor apartment in a great central Stayner location. This well-maintained unit offers a functional and spacious layout with comfortable living ...",0,2026-02-11 22:14:00.072837,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/a4-206-perry-street-clearview-stayner-ontario/1732920945
Renovated 3 Bedroom Bungalow (lower) QEW-DIXIE,2500,3.0,1200,House,"Lakeview, Lakeview•",Other / Unknown,"$2,500 All utilities included NEW renovated raised bungalow in Lakeview Mississauga. Executive home. Approx 1200 sq ft. Very large and bright 3 bedroom above ground (walkout) basement apartment with ...",0,2026-02-11 22:13:52.934712,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/renovated-3-bedroom-bungalow-lower-qew-dixie/1729881683
Stunning Walkout 2 Bedroom 1 Bathroom Basement for rent BRADFORD,1899,2.0,800,Basement,"Bradford West Gwillimbury, Bradford West Gwillimbury•",Other / Unknown,Brand new Walkout 2 bed ️ 1 bath basement for rent Live in Prestigious Bradford in Estate Setting 5 Mins from Walmart 2 Huge Bedrooms Tastefully Upgraded Washroom It is like living on main floor ...,0,2026-02-11 22:14:04.116848,https://www.kijiji.ca/v-apartments-condos/markham-york-region/stunning-walkout-2-bedroom-1-bathroom-basement-for-rent-bradford/1732869686
Bright and cozy 1-bedroom main floor apartment in Cobourg,1540,1.0,465,Apartment,"Cobourg, Cobourg•",Other / Unknown,"In the core downtown of Cobourg Bright 1-bedroom cozy apartment on the MAIN/GROUND floor. Two entrances are available. Walking distance to shops, restaurants, Victoria Park, Cobourg Beach, and ...",0,2026-02-11 22:13:55.878353,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/bright-and-cozy-1-bedroom-main-floor-apartment-in-cobourg/1732980666
2 Bed Furnished Basement for Rent Derry /McLaughlin Mississauga,1800,2.0,1100,Basement,"Meadowvale Village, Meadowvale•",Other / Unknown,"Two Bedroom furnished Basement apartment for rent in Derry / McLaughlin intersection Mississauga in a family neighbourhood, end of the court quiet area. This basement apartment has separate entrance, ...",0,2026-02-11 22:13:59.675577,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bed-furnished-basement-for-rent-derry-mclaughlin-mississauga/1732922769
BRAND NEW 3 Bedroom Walk-Up Apartment in Downtown Bowmanville,2400,3.0,800,Apartment,"Bowmanville, Bowmanville•",Other / Unknown,"Newly renovated modern 3 bedroom 2nd floor apartment in Bowmanville above commercial plaza. Space currently vacant ready for move in when you are! Listed FOR LEASE on MLS & Realtor.ca, address is 129 ...",0,2026-02-11 22:13:58.545187,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/brand-new-3-bedroom-walk-up-apartment-in-downtown-bowmanville/1732947747
COBOURG - All Inclusive 1 Bedroom Apartment,1795,1.0,500,Apartment,"Cobourg, Cobourg•",Other / Unknown,"COBOURG - All Inclusive 1 Bedroom Apartment available for immediate occupancy. Downtown building, close to all amenities. Laundry and parking onsite. Dog and Cat friendly Building $1795/month all ...",0,2026-02-11 22:13:48.179822,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/cobourg-all-inclusive-1-bedroom-apartment/1732569701
Rental property,1700,2.0,1200,Basement,"Central Park, Bramalea•",Other / Unknown,"Gorgeous 2 bed 1 Bath legal basement with separate laundry and entrance in detached house. Available from 15 Feb 2026 $1700 per month + 40% utilities( gas, water, electricity) Close to Brampton GO ...",0,2026-02-11 22:13:55.609834,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/rental-property/1732988655
Recently Built 4bdrm Home On Ravine Lot—South Courtice,3300,4.0,2748,House,"Courtice, Bowmanville•",Other / Unknown,"Beautiful Recently Built Detached Home In South Courtice For Rent! Built In Mid-2023. This beautiful 4 Bedroom, 4 Bathrooms Property Is 2,748Sf, Comes With Double Car Garage And Large Driveway. The ...",0,2026-02-11 22:13:48.614711,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/recently-built-4bdrm-home-on-ravine-lot-south-courtice/1730376424
1 Bedroom Apartment for Rent - 18 Steeles Avenue East,2124,1.0,691,Apartment,Thornhill•,Other / Unknown,"Virtual Open House: View our units by clicking the virtual tour link! You can also schedule a personalized video call or tour to view available units. (437) 688-9360. Promotions: For available units, ...",0,2026-02-11 22:13:54.780659,https://www.kijiji.ca/v-apartments-condos/markham-york-region/1-bedroom-apartment-for-rent-18-steeles-avenue-east/1732854683
1 Bedroom Apt. -75 King William Cres. Richmond Hill,2200,1.0,690,Condo,"Langstaff, Bayview Glen•",Other / Unknown,"Spotless condo, 1 bedroom apt., unfurnished, located at Yonge & Hwy 7 Apartment 609 located at 75 King William Cres. On the sixth floor - One Bedroom not furnished. Availability as of April 01, 2026 ...",0,2026-02-11 22:13:59.654967,https://www.kijiji.ca/v-apartments-condos/markham-york-region/1-bedroom-apt-75-king-william-cres-richmond-hill/1732924050
Collingwood 2 Bedroom Apartment for Rent:,1985,2.0,782,Apartment,Collingwood•,Other / Unknown,Building Description Promotions | ONE MONTH FREE RENT* | $1000 off first month's rent for Military and Emergency Responders* | It's Saturday morning. What are you going to do first: get your heart ...,0,2026-02-11 22:13:55.537174,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/collingwood-2-bedroom-apartment-for-rent:/1723162838
Midland 2 Bedroom Apartment,2245,2.0,,Apartment,Midland•,Other / Unknown,"Welcome to the Parkview Apartments are located just steps from Midland's dynamic recreational waterfront, which includes a picturesque harbour and a waterfront trail for walking, biking, and ...",0,2026-02-11 22:13:55.665177,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/midland-2-bedroom-apartment/1719348126
✨ Modern 1+1 Condo in Downtown Markham! ✨,2250,1.5,550,Condo,"Unionville, Unionville•",Other / Unknown,"Discover urban living in this modern and bright 1 bed + 1 den condo located in the heart of Downtown Markham. Prime Location: Birchmount & Enterprise • Close to all kinds of grocery stores, ...",0,2026-02-11 22:13:58.441554,https://www.kijiji.ca/v-apartments-condos/markham-york-region/modern-1-1-condo-in-downtown-markham/1732951768
Orangeville Basement 2 Bedroom Apartment Avail Jan 15th $2400/m,2350,2.0,900,Basement,"Orangeville, Orangeville•",Other / Unknown,"Orangeville 2 Bedroom Bsmt Apartment Hansen and blind line. Available asap. Large washer/dryer set in unit, large open-concept kitchen with living room and walk-in basement with double door entry and ...",0,2026-02-11 22:13:59.408547,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/orangeville-basement-2-bedroom-apartment-avail-jan-15th-2400-m/1731336272
"3 BEDROOM, 3 BATH TOWNHOME IN BRADFORD FOR RENT",2850,3.0,1600,Townhouse,"Bradford West Gwillimbury, Bradford West Gwillimbury•",Other / Unknown,"PRICE DROP! New move in date is APRIL 1st. Bradford Townhouse Located In The Heart Of Bradford! This Thoughtfully Designed 3-Storey Townhome Features 3 Large Bedrooms And 3 Bathrooms, With 1600 Sqft ...",0,2026-02-11 22:13:48.167108,https://www.kijiji.ca/v-apartments-condos/markham-york-region/3-bedroom-3-bath-townhome-in-bradford-for-rent/1730574458
Bowmanville 1 Bedroom Apartment,1495,1.0,600,Apartment,"Bowmanville, Bowmanville•",Other / Unknown,"Cozy 1 Bedroom apartment on King Street West downtown Bowmanville in a quiet building. Completely renovated with new floors, bathroom, cabinets, fridge stove see attached pictures. Available July 1 ...",0,2026-02-11 22:13:55.63084,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/bowmanville-1-bedroom-apartment/1712981350
All Inclusive!  2 bedroom + den stacked townhouse!,2500,2.5,1200,Condo,"Cooksville, Cooksville•",Other / Unknown,Mississauga..close to QEW and walking distance to Sheridan Mall. 2 bedroom plus den ( den can be used as separate bedroom) ALL INCLUSIVE... Heat air conditioning water cable and internet 2 large ...,0,2026-02-11 22:14:04.094337,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/all-inclusive-2-bedroom-den-stacked-townhouse/1732870281
"Furnished Studio Apartment in Thorold, Niagara region- Brand NEW",1350,1.0,600,Apartment,"Churchill Meadows, Erin Mills•",Other / Unknown,"Furnished Brand New 1 OR 2 Bedroom Apartment- Separate Kitchen and Bathroom, Separate Entrance. Comes with high speed internet. Laundry (Washer Dryer). Close to malls, plazas and bus stops. Great ...",0,2026-02-11 22:14:02.17224,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/furnished-studio-apartment-in-thorold-niagara-region-brand-new/1732894385
"3 - 346 PEEL STREET Collingwood, Ontario",2000,2.0,,Condo,"Collingwood, Collingwood•",Other / Unknown,"One level, two bedroom condo in the sought after community of Bates' Walk. Beautifully maintained, this unit boasts a large open concept living/dining room, perfect for entertaining! Large kitchen ...",0,2026-02-11 22:14:02.612199,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/3-346-peel-street-collingwood-ontario/1732877820
Embassy Apt Orangeville - Studio Unit - Utilities Included,1375,0.0,,Apartment,Orangeville•,Other / Unknown,"Recognized for excellence, Williams & McDaniel Property Management has been awarded Diamond Winner for Best Property Management in the 2025 Best of Guelph Readers Choice Awards. Unlike new buildings, ...",0,2026-02-11 22:13:55.672958,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/embassy-apt-orangeville-studio-unit-utilities-included/1727129554
7411 & 7433 Yonge St. and 20 & 30 Clark Ave. - 2 Bedroom Apartme,2349,2.0,816,Apartment,Thornhill•,Other / Unknown,Love Where You Live | Enjoy One Month FREE on a 13-Month Lease!* (Select Suites Only) OPEN HOUSE | February 7 from 12:00 pm to 2:00 pm & February 19 from 4:30 pm to 6:30 pm Glen Park Apartments ...,0,2026-02-11 22:13:55.79429,https://www.kijiji.ca/v-apartments-condos/markham-york-region/7411-7433-yonge-st-and-20-30-clark-ave-2-bedroom-apartme/1732529111
Basement Apartment for rent,1450,1.0,900,Basement,"Northglen, Northglen•",Other / Unknown,"1 bedroom basement apartment in a quiet desirable neighborhood in Oshawa. Separate entrance. Parking for 1 car. Includes hydro, heat/airconditioner, water, cable and internet. No smoking.",0,2026-02-11 22:14:01.807997,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-apartment-for-rent/1732906576
"301 - 212 LAKEPORT ROAD St. Catharines (Lakeport), Ontario",3000,2.0,,Condo,"Lakeport, St. Catharines (Lakeport)•",Other / Unknown,"Located on the top floor in the quiet and family-friendly Lakeport district of St. Catharines, this generously sized 2 bedroom condo is a real gem. A large entrance hallway leads to a spacious open ...",0,2026-02-11 22:13:59.948647,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/301-212-lakeport-road-st-catharines-lakeport-ontario/1732920169
Collingwood 1 Bedroom Apartment for Rent:,1775,1.0,682,Apartment,Collingwood•,Other / Unknown,"Building Description Promotions | ONE MONTH FREE RENT* | $1000 off first month's rent for Military and Emergency Responders* | After a full day on the golf course, hiking along the Georgian Trail or ...",0,2026-02-11 22:13:55.528653,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/collingwood-1-bedroom-apartment-for-rent:/1725390794
"new 2 bed condo at  vaughan , Best Walkability In The VMC!",2000,1.5,650,Condo,"Patterson, Thornhill•",Other / Unknown,"2 Bedrooms | 2 Bathrooms, Upgraded Kitchen, Backsplash, Granite Countertops, Dishwasher, Microwave, Stainless Steel Appliances, Laminate Floors, En-suite Laundry, Private Balcony, Private Terrace, ...",0,2026-02-11 22:14:00.540589,https://www.kijiji.ca/v-apartments-condos/markham-york-region/new-2-bed-condo-at-vaughan-best-walkability-in-the-vmc/1732912185
"B - 1803 RIVER ROAD W Wasaga Beach, Ontario",2000,2.0,,,"Wasaga Beach, Wasaga Beach•",Other / Unknown,"Bright and well-maintained main-level 2 bedroom, 1 bathroom unit with its own separate entrance. An open-concept kitchen and living room, complete with a walk-in pantry, ideal for everyday living and ...",0,2026-02-11 22:14:03.398782,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/b-1803-river-road-w-wasaga-beach-ontario/1732877426
Beautiful 2 Bedroom (Upper level) house,2200,2.0,1200,House,"Courtice, Courtice•",Other / Unknown,"✨ 2-Bedroom (Upper level) Home for Lease – Available Immediately! – 32 Firwood Avenue, Courtice, ON L1E 1P9 ✨ Welcome to your next home in a quiet, family-friendly neighbourhood in Courtice! This ...",0,2026-02-11 22:13:52.882988,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/beautiful-2-bedroom-upper-level-house/1733003863
"470 DUNDAS Street Unit# 428 Waterdown, Ontario",2000,2.0,,,Waterdown•,Other / Unknown,"Welcome Home to TREND 3 by the award winning New Horizon Development Group, this 1 bedroom plus den unit comes with 1 underground parking spot, 1 storage locker and a state of the art Geo thermal ...",0,2026-02-11 22:13:53.682128,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/470-dundas-street-unit-428-waterdown-ontario/1728697080
Brand New 1 Bedroom Apartment – Downtown Cobourg (2nd Floor),1960,1.0,500,Apartment,"Cobourg, Cobourg•",Other / Unknown,"Brand New Apartments! Be the first to live in this fully updated, second-floor, 1-Bedroom apartment in a completely retrofitted building right in Downtown Cobourg! Premium Comfort: Heating and ...",0,2026-02-11 22:13:58.487369,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/brand-new-1-bedroom-apartment-downtown-cobourg-2nd-floor/1732949951
"New 2 Bed, 1 Bath Bsmt – Parking, Storage & In-Unit Laundry Inc",1499,2.0,650,Basement,"East Gwillimbury, East Gwillimbury•",Other / Unknown,"Newly renovated 2-bedroom, 1-bathroom basement unit available in the heart of Holland Landing. Bright, clean, and move-in ready with large windows that bring in plenty of natural light. Key Features: ...",0,2026-02-11 22:13:53.049862,https://www.kijiji.ca/v-apartments-condos/markham-york-region/new-2-bed-1-bath-bsmt-parking-storage-in-unit-laundry-inc/1733001252
Apartment for rent,1350,1.0,600,Apartment,"Donevan, Donevan•",Other / Unknown,"Looking for a quiet, responsible, non-smoking, adult tenant. No stoners! Approx. 600 sq. ft. 1-bedroom apartment.  $1350/mo includes utilities, laundry and parking. 1st and last month's deposit and ...",0,2026-02-11 22:13:56.188069,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/apartment-for-rent/1732669586
"3 - 18 KING STREET E Cobourg, Ontario",1690,0.0,,Apartment,"Cobourg, Cobourg•",Other / Unknown,"Be the FIRST to live in this fully renovated, modern 1-bedroom apartment in a completely retrofitted building right in the heart of Downtown Cobourg! Second floor unit with In-suite laundry, Brand ...",0,2026-02-11 22:13:51.617775,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/3-18-king-street-e-cobourg-ontario/1733011822
